Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied
11,604,1,4,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
30,1005,3,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60,488,4,4,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
46,296,4,4,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
56,1097,3,3,1,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
46,2244,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
46,2427,3,3,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18,2187,1,4,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
23,1846,4,3,4,0,17.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
41,680,4,4,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
46,373,3,3,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
63,937,3,3,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
53,1721,5,5,4,20,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
22,500,5,2,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9,862,4,5,4,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
50,3704,4,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
57,727,1,1,3,2,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
43,432,3,3,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
46,1024,4,4,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
49,461,3,3,2,6,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42,1598,2,2,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,563,3,2,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49,590,5,5,5,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34,1464,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
31,3958,4,5,4,38,31.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
69,479,4,4,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
7,372,5,4,5,181,176.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
60,241,1,3,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
37,1814,4,4,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
55,759,5,5,3,14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
11,432,1,3,1,26,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
42,642,1,1,3,38,38.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
15,882,5,4,5,10,9.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
53,667,4,4,3,6,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34,2596,4,4,3,57,53.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
55,954,4,4,2,30,19.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
25,3491,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
19,772,5,5,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
54,1303,3,3,4,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
48,1754,2,2,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
54,2504,3,4,4,159,140.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45,480,4,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
49,1235,5,5,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
46,1726,4,4,5,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
27,1723,1,4,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42,1892,2,2,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
46,3638,4,4,4,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
51,1449,5,5,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
52,2382,5,5,5,16,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
33,476,4,4,4,91,82.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
20,170,5,4,5,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
40,368,5,5,3,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
39,337,5,3,5,10,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
50,2220,4,4,5,39,23.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43,229,5,5,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
18,544,4,4,4,77,49.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
39,3696,2,2,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
11,573,4,3,4,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
41,197,5,4,5,64,65.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
40,1709,3,3,3,16,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
52,813,5,5,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
54,581,2,4,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
48,3717,5,5,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
25,374,3,4,3,25,18.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
46,308,2,5,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
46,2106,4,4,1,0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
65,1372,4,4,4,17,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
46,1758,5,5,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
18,151,4,5,4,2,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
24,3480,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
31,3413,4,2,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
60,3481,5,4,4,136,119.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
36,3074,5,5,4,0,62.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
29,369,4,3,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
42,2105,3,3,5,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
42,1896,4,4,4,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
38,3392,4,4,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
59,284,3,3,3,24,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,1779,4,4,4,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
8,606,2,3,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
48,689,2,3,2,14,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
49,3559,4,4,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
42,3169,5,5,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
56,1121,4,4,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
55,2677,1,1,3,0,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
47,1574,4,4,4,0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
70,849,5,3,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
34,373,4,4,5,0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
52,2704,3,5,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43,1384,1,1,4,38,79.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
58,3593,2,2,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
50,1793,5,5,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
17,1797,5,3,5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
22,258,3,5,3,18,19.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
20,1620,2,3,2,64,58.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,226,5,5,5,36,33.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
54,746,5,5,4,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
47,2454,4,5,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12,719,3,4,3,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
11,859,5,5,5,0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
40,2586,4,4,4,0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14,748,4,1,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
61,925,5,4,5,0,11.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
8,794,5,4,5,11,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
60,3336,2,2,3,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
39,480,5,3,5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
58,814,2,4,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
24,919,2,3,2,0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
51,2416,5,5,3,67,80.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
58,3391,4,4,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
14,255,2,5,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
56,3012,4,4,5,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
35,612,5,4,5,3,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
32,763,2,4,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
46,583,2,3,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
66,1337,1,4,1,7,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
48,2253,3,3,4,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52,1023,4,4,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
46,1797,4,5,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
40,480,4,4,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
57,2718,5,5,4,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
54,507,4,4,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
9,1199,1,5,1,15,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
54,2105,3,3,4,4,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
62,696,1,1,1,0,14.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
70,2486,4,3,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
50,414,3,3,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
38,1585,4,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
40,787,2,5,2,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
18,600,4,4,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
17,408,3,5,3,5,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
53,3286,4,4,2,34,22.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
61,3154,5,5,3,0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
44,266,2,1,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
70,787,4,4,1,22,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64,959,2,4,2,5,23.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
37,3719,5,5,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
24,134,5,5,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
38,2885,3,3,1,4,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60,3967,2,2,3,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56,545,4,4,3,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
33,1044,5,3,5,0,17.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
47,1107,3,4,3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
24,404,5,4,5,11,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
66,948,1,1,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
50,1726,4,4,4,45,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
25,980,2,3,2,12,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
42,357,2,2,3,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
40,3044,4,4,1,1,17.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
27,1128,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
72,985,3,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,1651,3,3,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55,3586,4,4,3,0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45,678,3,3,3,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
45,369,3,3,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
20,2611,3,2,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
44,2475,4,5,4,0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
25,189,3,2,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29,2931,2,2,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,1671,2,1,2,10,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
55,2342,2,2,2,0,110.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
48,184,3,4,3,0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
35,1587,5,5,3,0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
63,403,3,3,1,3,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48,2787,4,4,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10,101,5,3,5,0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
17,395,3,2,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
36,2369,5,5,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
38,2043,5,5,5,0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
66,547,5,5,5,37,40.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
55,421,5,5,5,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
46,3335,5,5,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
32,696,2,5,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
40,102,1,4,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
31,680,4,4,4,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
58,1471,3,3,4,59,60.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34,1644,5,5,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
31,290,2,4,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
44,3372,5,5,3,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
75,797,4,3,4,0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
39,192,2,3,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,204,4,1,4,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
41,331,5,5,3,53,50.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
31,842,1,5,1,35,16.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7,308,5,4,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7,361,2,5,2,24,46.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
12,399,2,4,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
44,2488,5,5,5,13,14.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
47,539,3,3,5,8,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
49,853,2,4,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
37,353,4,4,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
69,937,4,4,3,16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
52,3759,5,5,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
20,909,1,5,1,41,32.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
11,715,2,5,2,8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
61,1619,1,5,1,4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
14,222,3,2,3,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
24,957,2,5,2,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
43,2165,5,5,3,24,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
60,2609,4,4,4,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
31,3389,5,5,5,22,31.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
40,1304,4,1,4,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
19,1362,1,4,1,28,21.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
54,3144,2,2,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
34,187,4,4,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
60,210,1,1,1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
60,3321,4,4,5,9,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
22,1092,1,4,1,64,46.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
39,544,5,5,3,0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
20,1842,3,5,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
60,332,3,4,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
34,689,2,5,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
43,3723,2,2,5,5,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
17,496,4,5,4,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
32,227,5,5,5,0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
57,2218,5,5,4,0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33,1052,1,5,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
49,1587,5,5,3,128,114.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
51,1864,4,4,3,5,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
31,590,4,3,4,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
21,473,5,4,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
39,425,3,3,3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
27,951,3,5,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
49,2850,4,4,4,4,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
43,2342,1,1,1,2,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,2836,4,4,5,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
44,2510,1,1,1,24,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55,934,5,5,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
47,2475,2,4,2,0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
14,946,1,2,1,33,48.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
44,1416,4,4,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
60,334,4,4,4,3,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
45,746,2,2,1,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
66,468,3,3,3,65,70.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
13,1616,3,4,3,23,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
55,1011,3,3,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
44,3686,5,5,5,63,55.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
28,837,4,4,4,7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
42,1444,5,5,5,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
39,2392,3,3,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,2208,3,3,4,79,74.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
68,913,1,1,2,13,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
64,731,5,3,3,165,146.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
34,419,4,4,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
36,106,5,4,5,0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
32,2560,5,3,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
51,2777,4,4,5,27,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
63,721,3,3,3,42,47.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
61,1045,3,3,3,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
50,432,2,4,5,0,21.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
50,2001,5,5,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
47,552,4,4,2,0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34,867,3,4,3,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
28,2153,1,4,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
37,1009,5,5,5,2,33.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
45,780,4,4,2,0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,515,3,5,3,13,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
59,1076,4,3,4,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
13,2018,3,5,3,0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
26,1609,5,4,5,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
29,295,4,4,4,3,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
46,1606,5,2,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
18,2870,2,4,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55,337,3,3,2,4,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
59,255,5,5,3,75,72.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12,447,3,4,3,80,105.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
41,364,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
47,2030,4,4,4,0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
26,1013,5,5,5,47,38.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
42,3388,4,4,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33,109,1,4,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
30,630,2,5,2,0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
49,191,4,5,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
44,484,3,3,3,59,66.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25,3779,4,4,4,0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
58,479,2,2,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57,235,4,5,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
39,861,5,5,5,30,23.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
64,371,4,4,5,15,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
40,1608,2,2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17,247,2,4,2,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
56,3034,1,1,3,81,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,421,2,2,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,3903,5,5,1,34,26.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
70,1005,4,2,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
37,146,1,4,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
45,235,1,5,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
47,459,2,5,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
49,3276,4,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
31,252,2,3,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
50,3976,2,2,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14,1097,2,4,2,20,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
27,460,4,3,4,0,19.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
17,679,5,5,5,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
47,334,5,4,5,20,31.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
25,2079,4,2,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
17,2182,3,2,3,1,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
46,647,4,4,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
36,2419,4,4,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30,1900,4,4,4,8,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
41,1389,3,5,3,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
66,404,5,5,3,36,38.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
16,1771,1,4,1,0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,543,4,4,4,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
35,1033,5,3,5,8,22.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
39,253,5,5,4,9,13.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
33,1134,1,3,1,39,31.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7,106,5,2,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
65,1045,4,3,4,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
55,725,2,2,3,15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
21,935,4,4,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
